# alpha                     Rey                       CL                        CD                        Cm                       
         1.9198621772E-01          1.0621052632E+06          1.4923000000E+00          1.9710000000E-02         -6.9000000000E-02
         1.9198621772E-01          1.1663157895E+06          1.5010000000E+00          1.9160000000E-02         -7.0300000000E-02
         1.9198621772E-01          1.2705263158E+06          1.5077000000E+00          1.8740000000E-02         -7.1300000000E-02
         1.9198621772E-01          1.3747368421E+06          1.5130000000E+00          1.8410000000E-02         -7.2100000000E-02
         1.9198621772E-01          1.4789473684E+06          1.5176000000E+00          1.8130000000E-02         -7.2800000000E-02
         1.9198621772E-01          1.5831578947E+06          1.5234000000E+00          1.7790000000E-02         -7.3700000000E-02
         1.9198621772E-01          1.6873684211E+06          1.5283000000E+00          1.7510000000E-02         -7.4500000000E-02
         1.9198621772E-01          1.7915789474E+06          1.5325000000E+00          1.7270000000E-02         -7.5200000000E-02
         1.9198621772E-01          1.8957894737E+06          1.5361000000E+00          1.7060000000E-02         -7.5700000000E-02
         1.9198621772E-01          2.0000000000E+06          1.5394000000E+00          1.6880000000E-02         -7.6300000000E-02
         2.0943951024E-01          2.0000000000E+04          7.1480000000E-01          1.5739000000E-01         -9.4400000000E-02
         2.0943951024E-01          1.2421052632E+05          1.3360000000E+00          4.3340000000E-02         -3.8600000000E-02
         2.0943951024E-01          2.2842105263E+05          1.3668000000E+00          3.8340000000E-02         -4.4300000000E-02
         2.0943951024E-01          3.3263157895E+05          1.4073000000E+00          3.4280000000E-02         -4.8200000000E-02
         2.0943951024E-01          4.3684210526E+05          1.4442000000E+00          3.0940000000E-02         -5.1400000000E-02
         2.0943951024E-01          5.4105263158E+05          1.4696000000E+00          2.8740000000E-02         -5.3900000000E-02
         2.0943951024E-01          6.4526315789E+05          1.4917000000E+00          2.6940000000E-02         -5.6100000000E-02
         2.0943951024E-01          7.4947368421E+05          1.5092000000E+00          2.5560000000E-02         -5.8000000000E-02
         2.0943951024E-01          8.5368421053E+05          1.5227000000E+00          2.4530000000E-02         -5.9600000000E-02
         2.0943951024E-01          9.5789473684E+05          1.5338000000E+00          2.3700000000E-02         -6.0900000000E-02
         2.0943951024E-01          1.0621052632E+06          1.5453000000E+00          2.2880000000E-02         -6.2200000000E-02
         2.0943951024E-01          1.1663157895E+06          1.5538000000E+00          2.2290000000E-02         -6.3300000000E-02
         2.0943951024E-01          1.2705263158E+06          1.5600000000E+00          2.1850000000E-02         -6.4100000000E-02
         2.0943951024E-01          1.3747368421E+06          1.5687000000E+00          2.1270000000E-02         -6.5200000000E-02
         2.0943951024E-01          1.4789473684E+06          1.5757000000E+00          2.0800000000E-02         -6.6200000000E-02
         2.0943951024E-01          1.5831578947E+06          1.5815000000E+00          2.0430000000E-02         -6.6900000000E-02
         2.0943951024E-01          1.6873684211E+06          1.5862000000E+00          2.0120000000E-02         -6.7600000000E-02
         2.0943951024E-01          1.7915789474E+06          1.5902000000E+00          1.9870000000E-02         -6.8100000000E-02
         2.0943951024E-01          1.8957894737E+06          1.5958000000E+00          1.9530000000E-02         -6.8900000000E-02
         2.0943951024E-01          2.0000000000E+06          1.6006000000E+00          1.9230000000E-02         -6.9600000000E-02
         2.2689280276E-01          2.0000000000E+04          7.6230000000E-01          1.7363000000E-01         -9.9300000000E-02
         2.2689280276E-01          1.2421052632E+05          1.3832000000E+00          5.0410000000E-02         -3.3400000000E-02
         2.2689280276E-01          2.2842105263E+05          1.3794000000E+00          4.6930000000E-02         -3.9400000000E-02
         2.2689280276E-01          3.3263157895E+05          1.4200000000E+00          4.2660000000E-02         -4.3100000000E-02
         2.2689280276E-01          4.3684210526E+05          1.4612000000E+00          3.8530000000E-02         -4.5800000000E-02
         2.2689280276E-01          5.4105263158E+05          1.4935000000E+00          3.5400000000E-02         -4.8000000000E-02
         2.2689280276E-01          6.4526315789E+05          1.5156000000E+00          3.3320000000E-02         -4.9600000000E-02
         2.2689280276E-01          7.4947368421E+05          1.5421000000E+00          3.0990000000E-02         -5.1600000000E-02
         2.2689280276E-01          8.5368421053E+05          1.5564000000E+00          2.9750000000E-02         -5.2900000000E-02
         2.2689280276E-01          9.5789473684E+05          1.5734000000E+00          2.8330000000E-02         -5.4400000000E-02
         2.2689280276E-01          1.0621052632E+06          1.5872000000E+00          2.7220000000E-02         -5.5700000000E-02
         2.2689280276E-01          1.1663157895E+06          1.5959000000E+00          2.6530000000E-02         -5.6600000000E-02
         2.2689280276E-01          1.2705263158E+06          1.6058000000E+00          2.5770000000E-02         -5.7600000000E-02
         2.2689280276E-01          1.3747368421E+06          1.6160000000E+00          2.5010000000E-02         -5.8700000000E-02
         2.2689280276E-01          1.4789473684E+06          1.6240000000E+00          2.4410000000E-02         -5.9500000000E-02
         2.2689280276E-01          1.5831578947E+06          1.6306000000E+00          2.3930000000E-02         -6.0300000000E-02
         2.2689280276E-01          1.6873684211E+06          1.6359000000E+00          2.3550000000E-02         -6.0900000000E-02
         2.2689280276E-01          1.7915789474E+06          1.6411000000E+00          2.3180000000E-02         -6.1500000000E-02
         2.2689280276E-01          1.8957894737E+06          1.6477000000E+00          2.2720000000E-02         -6.2300000000E-02
         2.2689280276E-01          2.0000000000E+06          1.6536000000E+00          2.2320000000E-02         -6.3000000000E-02
         2.4434609528E-01          2.0000000000E+04          8.1240000000E-01          1.9207000000E-01         -1.0420000000E-01
         2.4434609528E-01          1.2421052632E+05          1.4244000000E+00          5.8860000000E-02         -2.8900000000E-02
         2.4434609528E-01          2.2842105263E+05          1.3955000000E+00          5.5760000000E-02         -3.5600000000E-02
         2.4434609528E-01          3.3263157895E+05          1.4248000000E+00          5.2730000000E-02         -3.9800000000E-02
         2.4434609528E-01          4.3684210526E+05          1.4660000000E+00          4.8380000000E-02         -4.2200000000E-02
         2.4434609528E-01          5.4105263158E+05          1.5005000000E+00          4.4680000000E-02         -4.3800000000E-02
         2.4434609528E-01          6.4526315789E+05          1.5350000000E+00          4.1080000000E-02         -4.5300000000E-02
         2.4434609528E-01          7.4947368421E+05          1.5612000000E+00          3.8430000000E-02         -4.6600000000E-02
         2.4434609528E-01          8.5368421053E+05          1.5833000000E+00          3.6300000000E-02         -4.7800000000E-02
         2.4434609528E-01          9.5789473684E+05          1.5989000000E+00          3.4820000000E-02         -4.8800000000E-02
         2.4434609528E-01          1.0621052632E+06          1.6171000000E+00          3.3140000000E-02         -5.0000000000E-02
         2.4434609528E-01          1.1663157895E+06          1.6303000000E+00          3.1960000000E-02         -5.0900000000E-02
         2.4434609528E-01          1.2705263158E+06          1.6372000000E+00          3.1350000000E-02         -5.1500000000E-02
         2.4434609528E-01          1.3747368421E+06          1.6507000000E+00          3.0190000000E-02         -5.2500000000E-02
         2.4434609528E-01          1.4789473684E+06          1.6617000000E+00          2.9280000000E-02         -5.3500000000E-02
         2.4434609528E-01          1.5831578947E+06          1.6707000000E+00          2.8550000000E-02         -5.4200000000E-02
         2.4434609528E-01          1.6873684211E+06          1.6778000000E+00          2.7960000000E-02         -5.4900000000E-02
         2.4434609528E-01          1.7915789474E+06          1.6833000000E+00          2.7530000000E-02         -5.5400000000E-02
         2.4434609528E-01          1.8957894737E+06          1.6888000000E+00          2.7090000000E-02         -5.5900000000E-02
         2.4434609528E-01          2.0000000000E+06          1.6961000000E+00          2.6520000000E-02         -5.6600000000E-02
         2.6179938780E-01          2.0000000000E+04          8.4410000000E-01          2.0564000000E-01         -1.0750000000E-01
         2.6179938780E-01          1.2421052632E+05          1.4394000000E+00          6.9960000000E-02         -2.5000000000E-02
         2.6179938780E-01          2.2842105263E+05          1.4150000000E+00          6.4750000000E-02         -3.2600000000E-02
         2.6179938780E-01          3.3263157895E+05          1.4297000000E+00          6.3420000000E-02         -3.7900000000E-02
         2.6179938780E-01          4.3684210526E+05          1.4607000000E+00          6.0390000000E-02         -4.0700000000E-02
         2.6179938780E-01          5.4105263158E+05          1.5026000000E+00          5.5740000000E-02         -4.2100000000E-02
         2.6179938780E-01          6.4526315789E+05          1.5389000000E+00          5.1540000000E-02         -4.2900000000E-02
         2.6179938780E-01          7.4947368421E+05          1.5610000000E+00          4.9010000000E-02         -4.3500000000E-02
         2.6179938780E-01          8.5368421053E+05          1.5935000000E+00          4.5410000000E-02         -4.4300000000E-02
         2.6179938780E-01          9.5789473684E+05          1.6145000000E+00          4.3140000000E-02         -4.5000000000E-02
         2.6179938780E-01          1.0621052632E+06          1.6304000000E+00          4.1460000000E-02         -4.5600000000E-02
         2.6179938780E-01          1.1663157895E+06          1.6502000000E+00          3.9440000000E-02         -4.6400000000E-02
         2.6179938780E-01          1.2705263158E+06          1.6652000000E+00          3.7950000000E-02         -4.7200000000E-02
         2.6179938780E-01          1.3747368421E+06          1.6745000000E+00          3.7040000000E-02         -4.7700000000E-02
         2.6179938780E-01          1.4789473684E+06          1.6846000000E+00          3.6090000000E-02         -4.8300000000E-02
         2.6179938780E-01          1.5831578947E+06          1.6970000000E+00          3.4930000000E-02         -4.9000000000E-02
         2.6179938780E-01          1.6873684211E+06          1.7074000000E+00          3.3980000000E-02         -4.9600000000E-02
         2.6179938780E-01          1.7915789474E+06          1.7161000000E+00          3.3190000000E-02         -5.0200000000E-02
         2.6179938780E-01          1.8957894737E+06          1.7235000000E+00          3.2530000000E-02         -5.0700000000E-02
         2.6179938780E-01          2.0000000000E+06          1.7298000000E+00          3.1980000000E-02         -5.1100000000E-02
         2.7925268032E-01          2.0000000000E+04          8.7970000000E-01          2.2005000000E-01         -1.1180000000E-01
         2.7925268032E-01          1.2421052632E+05          1.3812000000E+00          8.7970000000E-02         -2.4600000000E-02
         2.7925268032E-01          2.2842105263E+05          1.4304000000E+00          7.4770000000E-02         -3.0500000000E-02
         2.7925268032E-01          3.3263157895E+05          1.4365000000E+00          7.4800000000E-02         -3.7700000000E-02
         2.7925268032E-01          4.3684210526E+05          1.4625000000E+00          7.2660000000E-02         -4.1100000000E-02
         2.7925268032E-01          5.4105263158E+05          1.4949000000E+00          6.9000000000E-02         -4.2300000000E-02
         2.7925268032E-01          6.4526315789E+05          1.5222000000E+00          6.5650000000E-02         -4.2700000000E-02
         2.7925268032E-01          7.4947368421E+05          1.5631000000E+00          6.0600000000E-02         -4.2900000000E-02
         2.7925268032E-01          8.5368421053E+05          1.5819000000E+00          5.8280000000E-02         -4.3100000000E-02
         2.7925268032E-01          9.5789473684E+05          1.6159000000E+00          5.4160000000E-02         -4.3300000000E-02
         2.7925268032E-01          1.0621052632E+06          1.6398000000E+00          5.1330000000E-02         -4.3600000000E-02
         2.7925268032E-01          1.1663157895E+06          1.6490000000E+00          5.0260000000E-02         -4.3800000000E-02
         2.7925268032E-01          1.2705263158E+06          1.6710000000E+00          4.7740000000E-02         -4.4200000000E-02
         2.7925268032E-01          1.3747368421E+06          1.6885000000E+00          4.5820000000E-02         -4.4600000000E-02
         2.7925268032E-01          1.4789473684E+06          1.7027000000E+00          4.4290000000E-02         -4.5000000000E-02
         2.7925268032E-01          1.5831578947E+06          1.7133000000E+00          4.3160000000E-02         -4.5400000000E-02
         2.7925268032E-01          1.6873684211E+06          1.7195000000E+00          4.2500000000E-02         -4.5600000000E-02
         2.7925268032E-01          1.7915789474E+06          1.7298000000E+00          4.1420000000E-02         -4.6000000000E-02
         2.7925268032E-01          1.8957894737E+06          1.7410000000E+00          4.0280000000E-02         -4.6400000000E-02
         2.7925268032E-01          2.0000000000E+06          1.7505000000E+00          3.9320000000E-02         -4.6800000000E-02
         2.9670597284E-01          2.0000000000E+04          9.1500000000E-01          2.3454000000E-01         -1.1660000000E-01
         2.9670597284E-01          1.2421052632E+05          1.2770000000E+00          1.1657000000E-01         -3.5700000000E-02
         2.9670597284E-01          2.2842105263E+05          1.4472000000E+00          8.4900000000E-02         -2.9100000000E-02
         2.9670597284E-01          3.3263157895E+05          1.4385000000E+00          8.6920000000E-02         -3.8000000000E-02
         2.9670597284E-01          4.3684210526E+05          1.4547000000E+00          8.6330000000E-02         -4.2200000000E-02
         2.9670597284E-01          5.4105263158E+05          1.4803000000E+00          8.3860000000E-02         -4.4100000000E-02
         2.9670597284E-01          6.4526315789E+05          1.5134000000E+00          7.9830000000E-02         -4.4400000000E-02
         2.9670597284E-01          7.4947368421E+05          1.5366000000E+00          7.6810000000E-02         -4.4500000000E-02
         2.9670597284E-01          8.5368421053E+05          1.5762000000E+00          7.1600000000E-02         -4.4000000000E-02
         2.9670597284E-01          9.5789473684E+05          1.6038000000E+00          6.7960000000E-02         -4.3800000000E-02
         2.9670597284E-01          1.0621052632E+06          1.6221000000E+00          6.5560000000E-02         -4.3600000000E-02
         2.9670597284E-01          1.1663157895E+06          1.6492000000E+00          6.2080000000E-02         -4.3400000000E-02
         2.9670597284E-01          1.2705263158E+06          1.6709000000E+00          5.9360000000E-02         -4.3400000000E-02
         2.9670597284E-01          1.3747368421E+06          1.6846000000E+00          5.7680000000E-02         -4.3500000000E-02
         2.9670597284E-01          1.4789473684E+06          1.6946000000E+00          5.6470000000E-02         -4.3500000000E-02
         2.9670597284E-01          1.5831578947E+06          1.7127000000E+00          5.4290000000E-02         -4.3600000000E-02
         2.9670597284E-01          1.6873684211E+06          1.7275000000E+00          5.2530000000E-02         -4.3800000000E-02
         2.9670597284E-01          1.7915789474E+06          1.7403000000E+00          5.1040000000E-02         -4.4000000000E-02
         2.9670597284E-01          1.8957894737E+06          1.7510000000E+00          4.9810000000E-02         -4.4100000000E-02
         2.9670597284E-01          2.0000000000E+06          1.7595000000E+00          4.8850000000E-02         -4.4300000000E-02
         3.1415926536E-01          2.0000000000E+04          9.4800000000E-01          2.4791000000E-01         -1.2210000000E-01
         3.1415926536E-01          2.2842105263E+05          1.3991000000E+00          1.0544000000E-01         -3.5500000000E-02
         3.1415926536E-01          3.3263157895E+05          1.4372000000E+00          1.0023000000E-01         -4.0400000000E-02
         3.1415926536E-01          4.3684210526E+05          1.4478000000E+00          1.0077000000E-01         -4.5200000000E-02
         3.1415926536E-01          5.4105263158E+05          1.4655000000E+00          9.9470000000E-02         -4.7300000000E-02
         3.1415926536E-01          6.4526315789E+05          1.4894000000E+00          9.6680000000E-02         -4.8000000000E-02
         3.1415926536E-01          7.4947368421E+05          1.5197000000E+00          9.2710000000E-02         -4.7600000000E-02
         3.1415926536E-01          8.5368421053E+05          1.5506000000E+00          8.8410000000E-02         -4.7000000000E-02
         3.1415926536E-01          9.5789473684E+05          1.5721000000E+00          8.5380000000E-02         -4.6500000000E-02
         3.1415926536E-01          1.0621052632E+06          1.6044000000E+00          8.0840000000E-02         -4.5700000000E-02
         3.1415926536E-01          1.1663157895E+06          1.6300000000E+00          7.7300000000E-02         -4.5100000000E-02
         3.1415926536E-01          1.2705263158E+06          1.6375000000E+00          7.6300000000E-02         -4.5100000000E-02
         3.1415926536E-01          1.3747368421E+06          1.6655000000E+00          7.2510000000E-02         -4.4500000000E-02
         3.1415926536E-01          1.4789473684E+06          1.6871000000E+00          6.9610000000E-02         -4.4200000000E-02
         3.1415926536E-01          1.5831578947E+06          1.7053000000E+00          6.7210000000E-02         -4.3900000000E-02
         3.1415926536E-01          1.6873684211E+06          1.7190000000E+00          6.5450000000E-02         -4.3800000000E-02
         3.1415926536E-01          1.7915789474E+06          1.7276000000E+00          6.4340000000E-02         -4.3800000000E-02
         3.1415926536E-01          1.8957894737E+06          1.7358000000E+00          6.3310000000E-02         -4.3800000000E-02
         3.1415926536E-01          2.0000000000E+06          1.7505000000E+00          6.1460000000E-02         -4.3700000000E-02
         3.3161255788E-01          2.0000000000E+04          9.8760000000E-01          2.6414000000E-01         -1.2770000000E-01
         3.3161255788E-01          2.2842105263E+05          1.3312000000E+00          1.3259000000E-01         -4.8900000000E-02
         3.3161255788E-01          3.3263157895E+05          1.0762000000E+00          1.0796000000E-01         -2.2900000000E-02
         3.3161255788E-01          4.3684210526E+05          1.4391000000E+00          1.1540000000E-01         -4.9000000000E-02
         3.3161255788E-01          5.4105263158E+05          1.4517000000E+00          1.1554000000E-01         -5.2200000000E-02
         3.3161255788E-01          6.4526315789E+05          1.4678000000E+00          1.1395000000E-01         -5.2900000000E-02
         3.3161255788E-01          7.4947368421E+05          1.4935000000E+00          1.1059000000E-01         -5.2700000000E-02
         3.3161255788E-01          8.5368421053E+05          1.5114000000E+00          1.0799000000E-01         -5.2200000000E-02
         3.3161255788E-01          9.5789473684E+05          1.5435000000E+00          1.0325000000E-01         -5.1000000000E-02
         3.3161255788E-01          1.0621052632E+06          1.5719000000E+00          9.9000000000E-02         -4.9900000000E-02
         3.3161255788E-01          1.1663157895E+06          1.5829000000E+00          9.7430000000E-02         -4.9600000000E-02
         3.3161255788E-01          1.2705263158E+06          1.6152000000E+00          9.2670000000E-02         -4.8400000000E-02
         3.3161255788E-01          1.3747368421E+06          1.6411000000E+00          8.8880000000E-02         -4.7500000000E-02
         3.3161255788E-01          1.4789473684E+06          1.6617000000E+00          8.5930000000E-02         -4.6800000000E-02
         3.3161255788E-01          1.5831578947E+06          1.6736000000E+00          8.4250000000E-02         -4.6500000000E-02
         3.3161255788E-01          1.6873684211E+06          1.6836000000E+00          8.2850000000E-02         -4.6300000000E-02
         3.3161255788E-01          1.7915789474E+06          1.7035000000E+00          8.0060000000E-02         -4.5700000000E-02
         3.3161255788E-01          1.8957894737E+06          1.7199000000E+00          7.7820000000E-02         -4.5300000000E-02
         3.3161255788E-01          2.0000000000E+06          1.7345000000E+00          7.5850000000E-02         -4.5100000000E-02
         3.4906585040E-01          2.0000000000E+04          1.0207000000E+00          2.7741000000E-01         -1.3410000000E-01
         3.4906585040E-01          3.3263157895E+05          1.0188000000E+00          1.2595000000E-01         -3.2900000000E-02
         3.4906585040E-01          4.3684210526E+05          1.4199000000E+00          1.3334000000E-01         -5.6500000000E-02
         3.4906585040E-01          5.4105263158E+05          1.4369000000E+00          1.3181000000E-01         -5.8000000000E-02
         3.4906585040E-01          6.4526315789E+05          1.4488000000E+00          1.3143000000E-01         -5.9600000000E-02
         3.4906585040E-01          7.4947368421E+05          1.4622000000E+00          1.2965000000E-01         -5.9600000000E-02
         3.4906585040E-01          8.5368421053E+05          1.4836000000E+00          1.2675000000E-01         -5.9000000000E-02
         3.4906585040E-01          9.5789473684E+05          1.5093000000E+00          1.2279000000E-01         -5.7700000000E-02
         3.4906585040E-01          1.0621052632E+06          1.5200000000E+00          1.2115000000E-01         -5.7300000000E-02
         3.4906585040E-01          1.1663157895E+06          1.5518000000E+00          1.1611000000E-01         -5.5400000000E-02
         3.4906585040E-01          1.2705263158E+06          1.5795000000E+00          1.1170000000E-01         -5.3900000000E-02
         3.4906585040E-01          1.3747368421E+06          1.6017000000E+00          1.0823000000E-01         -5.2700000000E-02
         3.4906585040E-01          1.4789473684E+06          1.6099000000E+00          1.0699000000E-01         -5.2400000000E-02
         3.4906585040E-01          1.5831578947E+06          1.6300000000E+00          1.0390000000E-01         -5.1400000000E-02
         3.4906585040E-01          1.6873684211E+06          1.6522000000E+00          1.0054000000E-01         -5.0400000000E-02
         3.4906585040E-01          1.7915789474E+06          1.6711000000E+00          9.7730000000E-02         -4.9600000000E-02
         3.4906585040E-01          1.8957894737E+06          1.6884000000E+00          9.5190000000E-02         -4.8900000000E-02
         3.4906585040E-01          2.0000000000E+06          1.7022000000E+00          9.3210000000E-02         -4.8500000000E-02
